stat_no;year;month;day;hour;elem_val
26409;2001;3;15;7;0,5
26409;2001;3;16;7;0,0
26409;2001;3;17;7;0,0
26409;2001;3;18;7;2,0
26409;2001;3;19;7;15,0
26409;2001;3;20;7;3,4
26409;2001;3;21;7;0,0
26409;2001;3;22;7;0,0
26409;2001;3;23;7;0,0
26409;2001;3;24;7;0,0
26409;2001;3;25;7;0,0
26409;2001;3;26;7;0,0
26409;2001;3;27;7;0,0
26409;2001;3;28;7;0,0
26409;2001;3;29;7;2,6
26409;2001;3;30;7;5,1
26409;2001;3;31;7;0,2
26409;2001;4;1;7;2,0
26409;2001;4;2;7;0,0
26409;2001;4;3;7;0,0
26409;2001;4;4;7;0,0
26409;2001;4;5;7;5,5
26409;2001;4;6;7;0,5
26409;2001;4;7;7;1,6
26409;2001;4;8;7;6,6
26409;2001;4;9;7;0,3
26409;2001;4;10;7;0,0
26409;2001;4;11;7;0,0
26409;2001;4;12;7;0,0
26409;2001;4;13;7;0,0
26409;2001;4;14;7;0,0
26409;2001;4;15;7;8,0
26409;2001;4;16;7;2,6
26409;2001;4;17;7;0,6
26409;2001;4;18;7;4,5
26409;2001;4;19;7;0,7
26409;2001;4;20;7;4,0
26409;2001;4;21;7;0,0
26409;2001;4;22;7;0,0
26409;2001;4;23;7;0,0
26409;2001;4;24;7;0,0
26409;2001;4;25;7;1,4
26409;2001;4;26;7;6,8
26409;2001;4;27;7;1,4
26409;2001;4;28;7;0,0
26409;2001;4;29;7;6,2
26409;2001;4;30;7;0,0
26409;2001;5;1;7;0,0
26409;2001;5;2;7;0,0
26409;2001;5;3;7;0,0
26409;2001;5;4;7;0,0
26409;2001;5;5;7;0,0
26409;2001;5;6;7;0,0
26409;2001;5;7;7;0,0
26409;2001;5;8;7;0,0
26409;2001;5;9;7;0,0
26409;2001;5;10;7;0,0
26409;2001;5;11;7;0,0
26409;2001;5;12;7;0,0
26409;2001;5;13;7;0,0
26409;2001;5;14;7;0,0
26409;2001;5;15;7;0,0
26409;2001;5;16;7;0,0
26409;2001;5;17;7;6,6
26409;2001;5;18;7;4,6
26409;2001;5;19;7;1,6
26409;2001;5;20;7;0,0
26409;2001;5;21;7;0,0
26409;2001;5;22;7;0,0
26409;2001;5;23;7;0,0
26409;2001;5;24;7;0,0
26409;2001;5;25;7;0,0
26409;2001;5;26;7;0,0
26409;2001;5;27;7;0,0
26409;2001;5;28;7;3,0
26409;2001;5;29;7;4,0
26409;2001;5;30;7;0,0
26409;2001;5;31;7;1,0
26409;2001;6;1;7;0,4
26409;2001;6;2;7;1,0
26409;2001;6;3;7;9,0
26409;2001;6;4;7;5,4
26409;2001;6;5;7;1,5
26409;2001;6;6;7;0,0
26409;2001;6;7;7;13,1
26409;2001;6;8;7;4,5
26409;2001;6;9;7;1,0
26409;2001;6;10;7;0,0
26409;2001;6;11;7;2,8
26409;2001;6;12;7;1,6
26409;2001;6;13;7;2,0
26409;2001;6;14;7;0,0
26409;2001;6;15;7;0,0
26409;2001;6;16;7;4,4
26409;2001;6;17;7;2,0
26409;2001;6;18;7;0,0
26409;2001;6;19;7;0,0
26409;2001;6;20;7;0,0
26409;2001;6;21;7;2,5
26409;2001;6;22;7;4,2
26409;2001;6;23;7;2,3
26409;2001;6;24;7;0,0
26409;2001;6;25;7;0,0
26409;2001;6;26;7;0,0
26409;2001;6;27;7;0,0
26409;2001;6;28;7;8,8
26409;2001;6;29;7;0,0
26409;2001;6;30;7;0,0
26409;2001;7;1;7;6,2
26409;2001;7;2;7;0,0
26409;2001;7;3;7;0,0
26409;2001;7;4;7;0,0
26409;2001;7;5;7;0,0
26409;2001;7;6;7;0,0
26409;2001;7;7;7;0,0
26409;2001;7;8;7;0,7
26409;2001;7;9;7;24,2
26409;2001;7;10;7;1,6
26409;2001;7;11;7;17,0
26409;2001;7;12;7;12,8
26409;2001;7;13;7;8,1
26409;2001;7;14;7;3,0
26409;2001;7;15;7;3,1
26409;2001;7;16;7;0,0
26409;2001;7;17;7;0,0
26409;2001;7;18;7;0,0
26409;2001;7;19;7;0,0
26409;2001;7;20;7;7,1
26409;2001;7;21;7;0,4
26409;2001;7;22;7;0,5
26409;2001;7;23;7;0,0
26409;2001;7;24;7;4,5
26409;2001;7;25;7;0,0
26409;2001;7;26;7;0,0
26409;2001;7;27;7;0,0
26409;2001;7;28;7;5,0
26409;2001;7;29;7;1,3
26409;2001;7;30;7;0,0
26409;2001;7;31;7;0,4
26409;2001;8;1;7;3,5
26409;2001;8;2;7;0,0
26409;2001;8;3;7;1,1
26409;2001;8;4;7;0,5
26409;2001;8;5;7;0,0
26409;2001;8;6;7;15,8
26409;2001;8;7;7;12,4
26409;2001;8;8;7;9,0
26409;2001;8;9;7;15,4
26409;2001;8;10;7;0,0
26409;2001;8;11;7;5,8
26409;2001;8;12;7;9,1
26409;2001;8;13;7;22,2
26409;2001;8;14;7;0,5
26409;2001;8;15;7;0,0
26409;2001;8;16;7;0,0
26409;2001;8;17;7;0,6
26409;2001;8;18;7;0,0
26409;2001;8;19;7;0,0
26409;2001;8;20;7;3,5
26409;2001;8;21;7;0,0
26409;2001;8;22;7;0,0
26409;2001;8;23;7;0,0
26409;2001;8;24;7;0,0
26409;2001;8;25;7;1,1
26409;2001;8;26;7;0,0
26409;2001;8;27;7;5,5
26409;2001;8;28;7;6,8
26409;2001;8;29;7;0,0
26409;2001;8;30;7;0,0
26409;2001;8;31;7;0,0
26409;2001;9;1;7;0,0
26409;2001;9;2;7;1,2
26409;2001;9;3;7;2,4
26409;2001;9;4;7;5,2
26409;2001;9;5;7;0,4
26409;2001;9;6;7;0,0
26409;2001;9;7;7;6,2
26409;2001;9;8;7;13,0
26409;2001;9;9;7;2,8
26409;2001;9;10;7;4,5
26409;2001;9;11;7;2,5
26409;2001;9;12;7;3,1
26409;2001;9;13;7;6,8
26409;2001;9;14;7;4,0
26409;2001;9;15;7;3,2
26409;2001;9;16;7;3,1
26409;2001;9;17;7;0,5
26409;2001;9;18;7;10,2
26409;2001;9;19;7;7,6
26409;2001;9;20;7;0,0
26409;2001;9;21;7;37,4
26409;2001;9;22;7;2,9
26409;2001;9;23;7;2,0
26409;2001;9;24;7;0,7
26409;2001;9;25;7;2,5
26409;2001;9;26;7;4,3
26409;2001;9;27;7;0,0
26409;2001;9;28;7;8,6
26409;2001;9;29;7;0,6
26409;2001;9;30;7;1,3
26409;2001;10;1;7;6,0
26409;2001;10;2;7;6,7
26409;2001;10;3;7;2,4
26409;2001;10;4;7;2,1
26409;2001;10;5;7;8,8
26409;2001;10;6;7;0,0
26409;2001;10;7;7;1,5
26409;2001;10;8;7;0,5
26409;2001;10;9;7;0,0
26409;2001;10;10;7;15,5
26409;2001;10;11;7;8,5
26409;2001;10;12;7;0,0
26409;2001;10;13;7;0,0
26409;2001;10;14;7;0,0
26409;2001;10;15;7;0,5
26409;2001;10;16;7;0,0
26409;2001;10;17;7;0,0
26409;2001;10;18;7;0,0
26409;2001;10;19;7;0,0
26409;2001;10;20;7;0,0
26409;2001;10;21;7;0,0
26409;2001;10;22;7;0,0
26409;2001;10;23;7;0,0
26409;2001;10;24;7;0,0
26409;2001;10;25;7;3,2
26409;2001;10;26;7;0,0
26409;2001;10;27;7;1,4
26409;2001;10;28;7;0,8
26409;2001;10;29;7;4,0
26409;2001;10;30;7;2,5
26409;2001;10;31;7;0,0
26409;2001;11;1;7;8,7
26409;2001;11;2;7;1,0
26409;2001;11;3;7;0,0
26409;2001;11;4;7;2,0
26409;2001;11;5;7;7,8
26409;2001;11;6;7;26,2
26409;2001;11;7;7;4,2
26409;2001;11;8;7;7,6
26409;2001;11;9;7;0,0
26409;2001;11;10;7;0,0
26409;2001;11;11;7;1,8
26409;2001;11;12;7;4,0
26409;2001;11;13;7;3,5
26409;2001;11;14;7;0,0
26409;2001;11;15;7;0,0
26409;2001;11;16;7;0,0
26409;2001;11;17;7;1,5
26409;2001;11;18;7;0,0
26409;2001;11;19;7;0,0
26409;2001;11;20;7;0,0
26409;2001;11;21;7;2,0
26409;2001;11;22;7;18,0
26409;2001;11;23;7;1,5
26409;2001;11;24;7;0,0
26409;2001;11;25;7;1,0
26409;2001;11;26;7;7,5
26409;2001;11;27;7;0,0
26409;2001;11;28;7;3,8
26409;2001;11;29;7;3,8
26409;2001;11;30;7;3,8
26409;2001;12;1;7;0,5
26409;2001;12;2;7;6,0
26409;2001;12;3;7;0,0
26409;2001;12;4;7;1,5
26409;2001;12;5;7;7,5
26409;2001;12;6;7;0,0
26409;2001;12;7;7;0,0
26409;2001;12;8;7;0,0
26409;2001;12;9;7;0,0
26409;2001;12;10;7;0,0
26409;2001;12;11;7;0,0
26409;2001;12;12;7;0,0
26409;2001;12;13;7;0,0
26409;2001;12;14;7;0,0
26409;2001;12;15;7;0,0
26409;2001;12;16;7;0,0
26409;2001;12;17;7;0,0
26409;2001;12;18;7;0,0
26409;2001;12;19;7;0,0
26409;2001;12;20;7;1,4
26409;2001;12;21;7;9,3
26409;2001;12;22;7;3,8
26409;2001;12;23;7;0,0
26409;2001;12;24;7;4,0
26409;2001;12;25;7;7,6
26409;2001;12;26;7;1,8
26409;2001;12;27;7;4,0
26409;2001;12;28;7;10,0
26409;2001;12;29;7;10,0
26409;2001;12;30;7;0,0
26409;2001;12;31;7;0,4
26409;2002;1;1;7;0,0
26409;2002;1;2;7;4,6
26409;2002;1;3;7;0,0
26409;2002;1;4;7;0,0
26409;2002;1;5;7;0,0
26409;2002;1;6;7;1,7
26409;2002;1;7;7;0,0
26409;2002;1;8;7;0,0
26409;2002;1;9;7;0,0
26409;2002;1;10;7;0,0
26409;2002;1;11;7;0,0
26409;2002;1;12;7;4,4
26409;2002;1;13;7;0,0
26409;2002;1;14;7;0,0
26409;2002;1;15;7;0,0
26409;2002;1;16;7;0,5
26409;2002;1;17;7;0,5
26409;2002;1;18;7;5,0
26409;2002;1;19;7;1,7
26409;2002;1;20;7;1,7
26409;2002;1;21;7;10,4
26409;2002;1;22;7;3,1
26409;2002;1;23;7;4,9
26409;2002;1;24;7;3,2
26409;2002;1;25;7;12,2
26409;2002;1;26;7;16,8
26409;2002;1;27;7;17,0
26409;2002;1;28;7;4,0
26409;2002;1;29;7;6,0
26409;2002;1;30;7;1,5
26409;2002;1;31;7;15,8
26409;2002;2;1;7;2,4
26409;2002;2;2;7;1,8
26409;2002;2;3;7;0,0
26409;2002;2;4;7;2,2
26409;2002;2;5;7;10,2
26409;2002;2;6;7;2,5
26409;2002;2;7;7;2,6
26409;2002;2;8;7;5,8
26409;2002;2;9;7;10,1
26409;2002;2;10;7;7,0
26409;2002;2;11;7;10,0
26409;2002;2;12;7;5,3
26409;2002;2;13;7;1,6
26409;2002;2;14;7;0,0
26409;2002;2;15;7;0,0
26409;2002;2;16;7;0,0
26409;2002;2;17;7;0,0
26409;2002;2;18;7;0,6
26409;2002;2;19;7;9,2
26409;2002;2;20;7;11,5
26409;2002;2;21;7;4,6
26409;2002;2;22;7;17,1
26409;2002;2;23;7;16,0
26409;2002;2;24;7;1,6
26409;2002;2;25;7;1,0
26409;2002;2;26;7;9,0
26409;2002;2;27;7;24,4
26409;2002;2;28;7;0,0
26409;2002;3;1;7;4,4
26409;2002;3;2;7;0,5
26409;2002;3;3;7;2,2
26409;2002;3;4;7;1,0
26409;2002;3;5;7;0,3
26409;2002;3;6;7;2,2
26409;2002;3;7;7;9,4
26409;2002;3;8;7;2,9
26409;2002;3;9;7;2,0
26409;2002;3;10;7;0,0
26409;2002;3;11;7;2,0
26409;2002;3;12;7;7,1
26409;2002;3;13;7;0,0
26409;2002;3;14;7;0,0
26409;2002;3;15;7;0,0
26409;2002;3;16;7;0,0
26409;2002;3;17;7;0,0
26409;2002;3;18;7;2,3
26409;2002;3;19;7;9,5
26409;2002;3;20;7;1,0
26409;2002;3;21;7;0,0
26409;2002;3;22;7;0,5
26409;2002;3;23;7;0,0
26409;2002;3;24;7;0,0
26409;2002;3;25;7;0,0
26409;2002;3;26;7;0,0
26409;2002;3;27;7;0,0
26409;2002;3;28;7;0,0
26409;2002;3;29;7;0,0
26409;2002;3;30;7;0,0
26409;2002;3;31;7;0,0
26409;2002;4;1;7;0,0
26409;2002;4;2;7;0,0
26409;2002;4;3;7;0,0
26409;2002;4;4;7;0,0
26409;2002;4;5;7;0,0
26409;2002;4;6;7;0,0
26409;2002;4;7;7;0,0
26409;2002;4;8;7;5,0
26409;2002;4;9;7;0,0
26409;2002;4;10;7;0,0
26409;2002;4;11;7;0,0
26409;2002;4;12;7;0,0
26409;2002;4;13;7;0,0
26409;2002;4;14;7;1,5
26409;2002;4;15;7;0,4
26409;2002;4;16;7;0,3
26409;2002;4;17;7;0,6
26409;2002;4;18;7;2,0
26409;2002;4;19;7;0,0
26409;2002;4;20;7;0,0
26409;2002;4;21;7;0,0
26409;2002;4;22;7;0,0
26409;2002;4;23;7;0,0
26409;2002;4;24;7;0,0
26409;2002;4;25;7;0,3
26409;2002;4;26;7;0,0
26409;2002;4;27;7;14,0
26409;2002;4;28;7;0,0
26409;2002;4;29;7;10,0
26409;2002;4;30;7;4,4
26409;2002;5;1;7;8,0
26409;2002;5;2;7;3,5
26409;2002;5;3;7;0,0
26409;2002;5;4;7;1,6
26409;2002;5;5;7;0,5
26409;2002;5;6;7;3,5
26409;2002;5;7;7;3,5
26409;2002;5;8;7;0,0
26409;2002;5;9;7;0,0
26409;2002;5;10;7;0,0
26409;2002;5;11;7;0,0
26409;2002;5;12;7;5,0
26409;2002;5;13;7;0,0
26409;2002;5;14;7;0,0
26409;2002;5;15;7;0,0
26409;2002;5;16;7;2,4
26409;2002;5;17;7;0,0
26409;2002;5;18;7;0,0
26409;2002;5;19;7;11,5
26409;2002;5;20;7;0,0
26409;2002;5;21;7;0,0
26409;2002;5;22;7;0,0
26409;2002;5;23;7;17,4
26409;2002;5;24;7;1,5
26409;2002;5;25;7;1,0
26409;2002;5;26;7;0,0
26409;2002;5;27;7;1,7
26409;2002;5;28;7;0,0
26409;2002;5;29;7;0,0
26409;2002;5;30;7;0,0
26409;2002;5;31;7;0,0
26409;2002;6;1;7;5,5
26409;2002;6;2;7;0,0
26409;2002;6;3;7;0,0
26409;2002;6;4;7;0,0
26409;2002;6;5;7;32,0
26409;2002;6;6;7;0,0
26409;2002;6;7;7;0,0
26409;2002;6;8;7;0,0
26409;2002;6;9;7;0,0
26409;2002;6;10;7;1,2
26409;2002;6;11;7;5,9
26409;2002;6;12;7;4,1
26409;2002;6;13;7;2,5
26409;2002;6;14;7;7,9
26409;2002;6;15;7;3,5
26409;2002;6;16;7;0,5
26409;2002;6;17;7;1,8
26409;2002;6;18;7;0,0
26409;2002;6;19;7;6,1
26409;2002;6;20;7;0,0
26409;2002;6;21;7;26,8
26409;2002;6;22;7;1,0
26409;2002;6;23;7;0,0
26409;2002;6;24;7;0,0
26409;2002;6;25;7;0,0
26409;2002;6;26;7;0,0
26409;2002;6;27;7;1,7
26409;2002;6;28;7;4,4
26409;2002;6;29;7;4,5
26409;2002;6;30;7;7,0
26409;2002;7;1;7;34,0
26409;2002;7;2;7;13,8
26409;2002;7;3;7;20,0
26409;2002;7;4;7;11,2
26409;2002;7;5;7;8,2
26409;2002;7;6;7;7,6
26409;2002;7;7;7;0,0
26409;2002;7;8;7;1,2
26409;2002;7;9;7;0,0
26409;2002;7;10;7;1,3
26409;2002;7;11;7;18,9
26409;2002;7;12;7;0,0
26409;2002;7;13;7;0,0
26409;2002;7;14;7;0,4
26409;2002;7;15;7;0,0
26409;2002;7;16;7;0,0
26409;2002;7;17;7;0,0
26409;2002;7;18;7;3,9
26409;2002;7;19;7;37,6
26409;2002;7;20;7;2,6
26409;2002;7;21;7;0,0
26409;2002;7;22;7;6,8
26409;2002;7;23;7;2,3
26409;2002;7;24;7;11,0
26409;2002;7;25;7;1,7
26409;2002;7;26;7;0,3
26409;2002;7;27;7;0,0
26409;2002;7;28;7;0,0
26409;2002;7;29;7;0,0
26409;2002;7;30;7;0,0
26409;2002;7;31;7;0,0
26409;2002;8;1;7;0,0
26409;2002;8;2;7;17,4
26409;2002;8;3;7;0,3
26409;2002;8;4;7;0,0
26409;2002;8;5;7;0,3
26409;2002;8;6;7;2,1
26409;2002;8;7;7;7,7
26409;2002;8;8;7;0,0
26409;2002;8;9;7;0,0
26409;2002;8;10;7;0,0
26409;2002;8;11;7;0,0
26409;2002;8;12;7;1,0
26409;2002;8;13;7;0,0
26409;2002;8;14;7;0,0
26409;2002;8;15;7;0,0
26409;2002;8;16;7;0,0
26409;2002;8;17;7;0,0
26409;2002;8;18;7;0,0
26409;2002;8;19;7;0,0
26409;2002;8;20;7;5,9
26409;2002;8;21;7;0,0
26409;2002;8;22;7;0,0
26409;2002;8;23;7;0,0
26409;2002;8;24;7;1,7
26409;2002;8;25;7;1,2
26409;2002;8;26;7;0,0
26409;2002;8;27;7;1,3
26409;2002;8;28;7;7,2
26409;2002;8;29;7;0,0
26409;2002;8;30;7;0,0
26409;2002;8;31;7;0,0
26409;2002;9;1;7;0,0
26409;2002;9;2;7;0,0
26409;2002;9;3;7;0,0
26409;2002;9;4;7;0,0
26409;2002;9;5;7;0,0
26409;2002;9;6;7;0,0
26409;2002;9;7;7;1,7
26409;2002;9;8;7;0,0
26409;2002;9;9;7;0,0
26409;2002;9;10;7;0,0
26409;2002;9;11;7;0,0
26409;2002;9;12;7;0,0
26409;2002;9;13;7;0,0
26409;2002;9;14;7;0,0
26409;2002;9;15;7;0,0
26409;2002;9;16;7;0,0
26409;2002;9;17;7;0,0
26409;2002;9;18;7;0,0
26409;2002;9;19;7;0,0
26409;2002;9;20;7;0,0
26409;2002;9;21;7;0,0
26409;2002;9;22;7;2,0
26409;2002;9;23;7;4,5
26409;2002;9;24;7;0,0
26409;2002;9;25;7;0,5
26409;2002;9;26;7;0,0
26409;2002;9;27;7;1,5
26409;2002;9;28;7;0,0
26409;2002;9;29;7;0,0
26409;2002;9;30;7;0,0
26409;2002;10;1;7;0,0
26409;2002;10;2;7;0,0
26409;2002;10;3;7;0,0
26409;2002;10;4;7;2,1
26409;2002;10;5;7;0,3
26409;2002;10;6;7;17,2
26409;2002;10;7;7;0,0
26409;2002;10;8;7;0,0
26409;2002;10;9;7;0,0
26409;2002;10;10;7;2,4
26409;2002;10;11;7;4,0
26409;2002;10;12;7;1,1
26409;2002;10;13;7;0,0
26409;2002;10;14;7;4,7
26409;2002;10;15;7;0,3
26409;2002;10;16;7;0,7
26409;2002;10;17;7;19,2
26409;2002;10;18;7;6,0
26409;2002;10;19;7;0,9
26409;2002;10;20;7;1,4
26409;2002;10;21;7;1,3
26409;2002;10;22;7;10,0
26409;2002;10;23;7;9,9
26409;2002;10;24;7;11,1
26409;2002;10;25;7;2,9
26409;2002;10;26;7;16,2
26409;2002;10;27;7;6,0
26409;2002;10;28;7;8,6
26409;2002;10;29;7;1,5
26409;2002;10;30;7;7,5
26409;2002;10;31;7;0,0
26409;2002;11;1;7;0,5
26409;2002;11;2;7;8,3
26409;2002;11;3;7;0,0
26409;2002;11;4;7;2,7
26409;2002;11;5;7;0,0
26409;2002;11;6;7;0,0
26409;2002;11;7;7;1,5
26409;2002;11;8;7;5,7
26409;2002;11;9;7;37,2
26409;2002;11;10;7;1,0
26409;2002;11;11;7;2,0
26409;2002;11;12;7;0,3
26409;2002;11;13;7;1,5
26409;2002;11;14;7;4,5
26409;2002;11;15;7;0,7
26409;2002;11;16;7;0,3
26409;2002;11;17;7;10,8
26409;2002;11;18;7;0,8
26409;2002;11;19;7;0,0
26409;2002;11;20;7;0,0
26409;2002;11;21;7;0,0
26409;2002;11;22;7;0,0
26409;2002;11;23;7;13,2
26409;2002;11;24;7;0,9
26409;2002;11;25;7;0,0
26409;2002;11;26;7;3,7
26409;2002;11;27;7;0,4
26409;2002;11;28;7;0,0
26409;2002;11;29;7;1,1
26409;2002;11;30;7;0,0
26409;2002;12;1;7;0,0
26409;2002;12;2;7;1,1
26409;2002;12;3;7;0,9
26409;2002;12;4;7;0,7
26409;2002;12;5;7;0,4
26409;2002;12;6;7;0,6
26409;2002;12;7;7;0,0
26409;2002;12;8;7;0,0
26409;2002;12;9;7;0,0
26409;2002;12;10;7;0,0
26409;2002;12;11;7;0,0
26409;2002;12;12;7;0,0
26409;2002;12;13;7;0,0
26409;2002;12;14;7;0,0
26409;2002;12;15;7;0,0
26409;2002;12;16;7;0,0
26409;2002;12;17;7;0,0
26409;2002;12;18;7;0,0
26409;2002;12;19;7;0,0
26409;2002;12;20;7;0,0
26409;2002;12;21;7;0,0
26409;2002;12;22;7;0,0
26409;2002;12;23;7;0,0
26409;2002;12;24;7;0,0
26409;2002;12;25;7;4,1
26409;2002;12;26;7;5,0
26409;2002;12;27;7;9,0
26409;2002;12;28;7;20,0
26409;2002;12;29;7;6,0
26409;2002;12;30;7;0,5
26409;2002;12;31;7;0,0
26409;2003;1;1;7;0,0
26409;2003;1;2;7;7,3
26409;2003;1;3;7;1,5
26409;2003;1;4;7;1,0
26409;2003;1;5;7;2,0
26409;2003;1;6;7;2,5
26409;2003;1;7;7;0,1
26409;2003;1;8;7;0,0
26409;2003;1;9;7;0,0
26409;2003;1;10;7;0,0
26409;2003;1;11;7;0,0
26409;2003;1;12;7;0,3
26409;2003;1;13;7;7,1
26409;2003;1;14;7;3,4
26409;2003;1;15;7;0,0
26409;2003;1;16;7;0,5
26409;2003;1;17;7;0,0
26409;2003;1;18;7;0,0
26409;2003;1;19;7;0,0
26409;2003;1;20;7;4,2
26409;2003;1;21;7;10,2
26409;2003;1;22;7;4,2
26409;2003;1;23;7;1,0
26409;2003;1;24;7;0,0
26409;2003;1;25;7;0,0
26409;2003;1;26;7;8,9
26409;2003;1;27;7;3,5
26409;2003;1;28;7;6,5
26409;2003;1;29;7;4,1
26409;2003;1;30;7;5,0
26409;2003;1;31;7;0,8
26409;2003;2;1;7;0,0
26409;2003;2;2;7;0,0
26409;2003;2;3;7;7,6
26409;2003;2;4;7;8,1
26409;2003;2;5;7;0,0
26409;2003;2;6;7;0,0
26409;2003;2;7;7;1,0
26409;2003;2;8;7;1,0
26409;2003;2;9;7;0,0
26409;2003;2;10;7;0,0
26409;2003;2;11;7;0,0
26409;2003;2;12;7;0,0
26409;2003;2;13;7;0,0
26409;2003;2;14;7;0,0
26409;2003;2;15;7;0,0
26409;2003;2;16;7;0,0
26409;2003;2;17;7;0,0
